   7  -0.50000000   0.00000000   0.00000000   3.91445544  -0.000e+00  -0.000e+00  -3.805e-02 
   7  -0.50000000   0.50000000   0.00000000   2.99773333  -0.000e+00  -0.000e+00  -5.916e-04 


   8  -1.50000000  -0.50000000   0.00000000   1.18506916  -0.000e+00  -0.000e+00   4.343e-04 
   8  -1.50000000   0.00000000   0.00000000  -2.21647910  -0.000e+00  -0.000e+00   3.940e-04 
   8  -1.50000000   0.50000000   0.00000000   1.18436729  -0.000e+00  -0.000e+00  -8.909e-04 

   8  -1.00000000  -0.50000000   0.00000000   3.27202757  -0.000e+00  -0.000e+00  -1.161e-05 
   8  -1.00000000   0.00000000   0.00000000  -1.12904070  -0.000e+00  -0.000e+00   9.390e-01 
   8  -1.00000000   0.50000000   0.00000000   3.27196106  -0.000e+00  -0.000e+00   6.395e-04 

   8  -0.50000000  -0.50000000   0.00000000   3.43256286  -0.000e+00  -0.000e+00  -1.087e-03 
   8  -0.50000000   0.00000000   0.00000000   4.21285871  -0.000e+00  -0.000e+00  -7.558e-03 
   8  -0.50000000   0.50000000   0.00000000   3.43255104  -0.000e+00  -0.000e+00   5.409e-04 


