   1  -1.50000000  -0.50000000   0.00000000  -9.74922843  -0.000e+00  -0.000e+00  -5.182e-03 
   1  -1.50000000   0.00000000   0.00000000  -7.28122967  -0.000e+00  -0.000e+00   1.032e-01 
   1  -1.50000000   0.50000000   0.00000000  -9.74922408  -0.000e+00  -0.000e+00  -1.818e-02 

   1  -1.00000000  -0.50000000   0.00000000  -8.05467811  -0.000e+00  -0.000e+00   8.039e-03 
   1  -1.00000000   0.00000000   0.00000000  -8.83334089  -0.000e+00  -0.000e+00   5.606e-03 
   1  -1.00000000   0.50000000   0.00000000  -8.05469139  -0.000e+00  -0.000e+00   1.112e-03 

   1  -0.50000000  -0.50000000   0.00000000 -10.77706283  -0.000e+00  -0.000e+00   1.954e-03 
   1  -0.50000000   0.00000000   0.00000000 -11.78494549  -0.000e+00  -0.000e+00   3.667e-04 
   1  -0.50000000   0.50000000   0.00000000 -10.77704652  -0.000e+00  -0.000e+00  -1.261e-02 


   2  -1.50000000  -0.50000000   0.00000000  -9.72158888  -0.000e+00  -0.000e+00   5.185e-03 
   2  -1.50000000   0.00000000   0.00000000  -7.25791852  -0.000e+00  -0.000e+00  -1.032e-01 
   2  -1.50000000   0.50000000   0.00000000  -9.72159342  -0.000e+00  -0.000e+00   1.820e-02 

   2  -1.00000000  -0.50000000   0.00000000  -8.02149577  -0.000e+00  -0.000e+00  -7.877e-03 
   2  -1.00000000   0.00000000   0.00000000  -8.79449219  -0.000e+00  -0.000e+00  -5.589e-03 
   2  -1.00000000   0.50000000   0.00000000  -8.02149403  -0.000e+00  -0.000e+00  -1.265e-03 

   2  -0.50000000  -0.50000000   0.00000000 -10.75466407  -0.000e+00  -0.000e+00  -1.935e-03 
   2  -0.50000000   0.00000000   0.00000000 -11.77243916  -0.000e+00  -0.000e+00  -5.987e-04 
   2  -0.50000000   0.50000000   0.00000000 -10.75466074  -0.000e+00  -0.000e+00   1.251e-02 


   3  -1.50000000  -0.50000000   0.00000000  -5.55791205  -0.000e+00  -0.000e+00   2.807e-04 
   3  -1.50000000   0.00000000   0.00000000  -4.82928296  -0.000e+00  -0.000e+00   1.137e+00 
   3  -1.50000000   0.50000000   0.00000000  -5.55790825  -0.000e+00  -0.000e+00   1.183e-03 

   3  -1.00000000  -0.50000000   0.00000000  -6.22813282  -0.000e+00  -0.000e+00  -1.244e-04 
   3  -1.00000000   0.00000000   0.00000000  -5.23536756  -0.000e+00  -0.000e+00   4.660e-05 
   3  -1.00000000   0.50000000   0.00000000  -6.22813850  -0.000e+00  -0.000e+00   2.488e-04 

   3  -0.50000000  -0.50000000   0.00000000  -6.05807483  -0.000e+00  -0.000e+00   6.382e-04 
   3  -0.50000000   0.00000000   0.00000000  -6.70945605  -0.000e+00  -0.000e+00   3.984e-03 
   3  -0.50000000   0.50000000   0.00000000  -6.05807131  -0.000e+00  -0.000e+00   1.498e-03 


   4  -1.50000000  -0.50000000   0.00000000  -5.41735441  -0.000e+00  -0.000e+00  -2.023e-04 
   4  -1.50000000   0.00000000   0.00000000  -4.81383692  -0.000e+00  -0.000e+00  -1.137e+00 
   4  -1.50000000   0.50000000   0.00000000  -5.41733479  -0.000e+00  -0.000e+00  -1.069e-03 

   4  -1.00000000  -0.50000000   0.00000000  -6.13050177  -0.000e+00  -0.000e+00   1.778e-04 
   4  -1.00000000   0.00000000   0.00000000  -5.05560363  -0.000e+00  -0.000e+00  -2.210e-05 
   4  -1.00000000   0.50000000   0.00000000  -6.13044769  -0.000e+00  -0.000e+00   6.715e-06 

   4  -0.50000000  -0.50000000   0.00000000  -5.96773741  -0.000e+00  -0.000e+00  -6.234e-04 
   4  -0.50000000   0.00000000   0.00000000  -6.65540664  -0.000e+00  -0.000e+00  -3.935e-03 
   4  -0.50000000   0.50000000   0.00000000  -5.96773263  -0.000e+00  -0.000e+00  -1.569e-03 


   5  -1.50000000  -0.50000000   0.00000000  -1.85380767  -0.000e+00  -0.000e+00   1.329e-04 
   5  -1.50000000   0.00000000   0.00000000  -3.58392939  -0.000e+00  -0.000e+00   7.416e-03 
   5  -1.50000000   0.50000000   0.00000000  -1.85387966  -0.000e+00  -0.000e+00   8.715e-04 

   5  -1.00000000  -0.50000000   0.00000000  -3.97527031  -0.000e+00  -0.000e+00  -6.446e-04 
   5  -1.00000000   0.00000000   0.00000000  -2.16383594  -0.000e+00  -0.000e+00  -2.019e-03 
   5  -1.00000000   0.50000000   0.00000000  -3.97528035  -0.000e+00  -0.000e+00  -1.163e-03 

   5  -0.50000000  -0.50000000   0.00000000  -0.59960491  -0.000e+00  -0.000e+00   3.814e-05 
   5  -0.50000000   0.00000000   0.00000000   2.08161439  -0.000e+00  -0.000e+00  -9.309e-04 
   5  -0.50000000   0.50000000   0.00000000  -0.59973997  -0.000e+00  -0.000e+00   8.948e-05 


   6  -1.50000000  -0.50000000   0.00000000  -1.41589038  -0.000e+00  -0.000e+00  -4.750e-04 
   6  -1.50000000   0.00000000   0.00000000  -3.41820218  -0.000e+00  -0.000e+00  -8.711e-03 
   6  -1.50000000   0.50000000   0.00000000  -1.41579154  -0.000e+00  -0.000e+00  -3.538e-04 

   6  -1.00000000  -0.50000000   0.00000000  -3.91804141  -0.000e+00  -0.000e+00   4.037e-04 
   6  -1.00000000   0.00000000   0.00000000  -1.75268227  -0.000e+00  -0.000e+00  -1.281e-02 
   6  -1.00000000   0.50000000   0.00000000  -3.91806178  -0.000e+00  -0.000e+00   1.074e-03 

   6  -0.50000000  -0.50000000   0.00000000   0.02893365  -0.000e+00  -0.000e+00  -9.005e-05 
   6  -0.50000000   0.00000000   0.00000000   3.38547491  -0.000e+00  -0.000e+00   4.674e-02 
   6  -0.50000000   0.50000000   0.00000000   0.02980363  -0.000e+00  -0.000e+00   1.344e-04 


   7  -1.50000000  -0.50000000   0.00000000   0.81604456  -0.000e+00  -0.000e+00  -1.784e-04 
   7  -1.50000000   0.00000000   0.00000000  -2.43528928  -0.000e+00  -0.000e+00   1.046e-03 
   7  -1.50000000   0.50000000   0.00000000   0.81598949  -0.000e+00  -0.000e+00   2.412e-04 

   7  -1.00000000  -0.50000000   0.00000000   3.10934567  -0.000e+00  -0.000e+00   3.834e-05 
   7  -1.00000000   0.00000000   0.00000000  -1.15754194  -0.000e+00  -0.000e+00  -9.242e-01 
   7  -1.00000000   0.50000000   0.00000000   3.10925573  -0.000e+00  -0.000e+00  -6.595e-04 

   7  -0.50000000  -0.50000000   0.00000000   2.99555487  -0.000e+00  -0.000e+00   1.114e-03 
