   1  -1.50000000  -0.50000000   0.00000000  -9.74922843   0.1756  -0.1467   0.0000   0.4657 
   1  -1.50000000   0.00000000   0.00000000  -7.28122967   0.0001  -0.1337  -0.0000   0.3766 
   1  -1.50000000   0.50000000   0.00000000  -9.74922408  -0.1756  -0.1467   0.0000   0.4657 

   1  -1.00000000  -0.50000000   0.00000000  -8.05467811  -0.1058   0.2047   0.0000   0.3538 
   1  -1.00000000   0.00000000   0.00000000  -8.83334089   0.0000   0.2657   0.0000   0.4320 
   1  -1.00000000   0.50000000   0.00000000  -8.05469139   0.1058   0.2047  -0.0000   0.3538 

   1  -0.50000000  -0.50000000   0.00000000 -10.77706283  -0.1308   0.1275   0.0000   0.4793 
   1  -0.50000000   0.00000000   0.00000000 -11.78494549   0.0000   0.1310  -0.0000   0.4091 
   1  -0.50000000   0.50000000   0.00000000 -10.77704652   0.1308   0.1276   0.0000   0.4793 


   2  -1.50000000  -0.50000000   0.00000000  -9.72158888   0.1699  -0.1408  -0.0000   0.4708 
   2  -1.50000000   0.00000000   0.00000000  -7.25791852  -0.0000  -0.1352   0.0000   0.3823 
   2  -1.50000000   0.50000000   0.00000000  -9.72159342  -0.1699  -0.1408   0.0000   0.4708 

   2  -1.00000000  -0.50000000   0.00000000  -8.02149577  -0.0890   0.1840  -0.0000   0.3262 
   2  -1.00000000   0.00000000   0.00000000  -8.79449219   0.0000   0.2577  -0.0000   0.4353 
   2  -1.00000000   0.50000000   0.00000000  -8.02149403   0.0891   0.1839  -0.0000   0.3262 

   2  -0.50000000  -0.50000000   0.00000000 -10.75466407  -0.1276   0.1244  -0.0000   0.4797 
   2  -0.50000000   0.00000000   0.00000000 -11.77243916  -0.0000   0.1277   0.0000   0.3929 
   2  -0.50000000   0.50000000   0.00000000 -10.75466074   0.1276   0.1245  -0.0000   0.4798 


   3  -1.50000000  -0.50000000   0.00000000  -5.55791205  -0.4927   0.4824   0.0000   0.9996 
   3  -1.50000000   0.00000000   0.00000000  -4.82928296  -0.0004   0.0166   0.0005   0.9986 
   3  -1.50000000   0.50000000   0.00000000  -5.55790825   0.4929   0.4823  -0.0000   0.9996 

   3  -1.00000000  -0.50000000   0.00000000  -6.22813282   0.3042  -0.4503   0.0000   0.9819 
   3  -1.00000000   0.00000000   0.00000000  -5.23536756   0.0001  -0.8891   0.0000   0.9988 
   3  -1.00000000   0.50000000   0.00000000  -6.22813850  -0.3041  -0.4503   0.0000   0.9819 

   3  -0.50000000  -0.50000000   0.00000000  -6.05807483   0.2935  -0.3290   0.0000   0.9995 
   3  -0.50000000   0.00000000   0.00000000  -6.70945605   0.0004  -0.2082   0.0000   0.9954 
   3  -0.50000000   0.50000000   0.00000000  -6.05807131  -0.2931  -0.3290   0.0000   0.9995 


   4  -1.50000000  -0.50000000   0.00000000  -5.41735441  -0.5407   0.4998  -0.0000   0.9992 
   4  -1.50000000   0.00000000   0.00000000  -4.81383692   0.0004  -0.0028  -0.0005   0.9982 
   4  -1.50000000   0.50000000   0.00000000  -5.41733479   0.5408   0.4997  -0.0000   0.9992 

   4  -1.00000000  -0.50000000   0.00000000  -6.13050177   0.2345  -0.3457  -0.0000   0.9670 
   4  -1.00000000   0.00000000   0.00000000  -5.05560363   0.0000  -0.9169   0.0000   0.9987 
   4  -1.00000000   0.50000000   0.00000000  -6.13044769  -0.2345  -0.3457   0.0000   0.9670 

