   1   0.00000000  -7.33630162  -0.000e+00  -0.000e+00  -7.955e-02 
   1   0.36446794  -7.42637267  -0.000e+00  -0.000e+00   2.455e-03 
   1   1.13451586  -8.09071651  -0.000e+00  -0.000e+00  -1.758e-04 
   1   1.46798864  -8.04692754  -0.000e+00  -0.000e+00   1.231e-03 
   1   2.54267640  -7.84168243  -0.000e+00  -0.000e+00  -1.004e-03 
   1   3.59568998 -10.84104876  -0.000e+00  -0.000e+00   2.356e-02 
   1   4.61531406  -9.81716681  -0.000e+00  -0.000e+00   5.784e-04 
   1   5.51243332  -7.39793304  -0.000e+00  -0.000e+00   1.336e-03 
   1   6.46624008 -11.18937695  -0.000e+00  -0.000e+00   2.594e-02 
   1   8.00242194  -7.89230551  -0.000e+00  -0.000e+00   4.236e-02 
   1   8.67175812 -11.22064306  -0.000e+00  -0.000e+00  -1.377e-02 
   1  10.63801841 -12.19972664  -0.000e+00  -0.000e+00   2.283e-01 
   1  11.89403207  -8.88290691  -0.000e+00  -0.000e+00   4.301e-04 
   1  13.60417028  -7.93136899  -0.000e+00  -0.000e+00  -1.100e-03 
   1  14.39616038 -11.14463706  -0.000e+00  -0.000e+00   5.102e-03 
   1  15.34307870  -9.79879262  -0.000e+00  -0.000e+00  -5.538e-03 
   1  16.29546399 -10.18880836  -0.000e+00  -0.000e+00  -1.190e-03 
   1  18.45946376  -7.97763365  -0.000e+00  -0.000e+00   2.807e-04 
   1  19.51234087 -10.57289438  -0.000e+00  -0.000e+00  -9.211e-03 
   1  20.00392738 -10.85228635  -0.000e+00  -0.000e+00   2.828e-03 
   1  21.10204446 -10.28900159  -0.000e+00  -0.000e+00   1.693e-03 
   1  21.58929642  -7.63025379  -0.000e+00  -0.000e+00  -4.812e-03 
   1  21.99057268  -7.42294403  -0.000e+00  -0.000e+00  -1.332e-02 
   1  22.28401466  -7.66898849  -0.000e+00  -0.000e+00   1.252e-01 
   1  22.97110482  -9.85894896  -0.000e+00  -0.000e+00  -5.158e-05 
   1  24.02831068  -9.59593232  -0.000e+00  -0.000e+00  -6.499e-04 
   1  24.67511180  -7.45956438  -0.000e+00  -0.000e+00   1.155e-01 
   1  26.35263660  -7.45086271  -0.000e+00  -0.000e+00  -5.140e-03 
   1  27.22750818 -10.58645786  -0.000e+00  -0.000e+00   1.003e-03 
   1  28.39050452  -9.76854983  -0.000e+00  -0.000e+00   9.528e-04 
   1  29.39208050  -9.68357837  -0.000e+00  -0.000e+00  -1.492e-03 
   1  30.06634536 -11.59308332  -0.000e+00  -0.000e+00  -9.941e-01 
   1  31.27247990  -8.73111430  -0.000e+00  -0.000e+00  -8.370e-04 
   1  31.84173142  -8.47703574  -0.000e+00  -0.000e+00   2.579e-05 
   1  32.58186041 -12.46307614  -0.000e+00  -0.000e+00   2.354e-01 
   1  33.47326451  -8.60742162  -0.000e+00  -0.000e+00  -3.326e-04 
   1  34.11933204 -10.74446732  -0.000e+00  -0.000e+00  -2.134e-03 
   1  34.84653109  -7.60700014  -0.000e+00  -0.000e+00   3.026e-04 
   1  35.48992094  -8.66650848  -0.000e+00  -0.000e+00   8.403e-04 
   1  35.99904977 -11.13975543  -0.000e+00  -0.000e+00   3.056e-02 
   1  37.62880139 -10.58592069  -0.000e+00  -0.000e+00   3.894e-03 
   1  39.24089610 -12.31851573  -0.000e+00  -0.000e+00  -2.494e-02 
