   1   0.00000000  -7.33630162  -0.2045   0.4557  -0.0004   0.5000 
   1   0.36446794  -7.42637267  -0.2670  -0.4220  -0.0001   0.5000 
   1   1.13451586  -8.09071651  -0.3107  -0.3911  -0.0000   0.5000 
   1   1.46798864  -8.04692754  -0.0501  -0.4973  -0.0002   0.5000 
   1   2.54267640  -7.84168243  -0.0206   0.4995  -0.0003   0.5000 
   1   3.59568998 -10.84104876   0.3898   0.3130   0.0001   0.5000 
   1   4.61531406  -9.81716681  -0.4998   0.0153  -0.0004   0.5000 
   1   5.51243332  -7.39793304  -0.0059  -0.4998   0.0003   0.5000 
   1   6.46624008 -11.18937695  -0.1180  -0.4858  -0.0009   0.5000 
   1   8.00242194  -7.89230551   0.4415   0.2336   0.0001   0.5000 
   1   8.67175812 -11.22064306  -0.4570  -0.2025  -0.0000   0.5000 
   1  10.63801841 -12.19972664  -0.0887  -0.4915   0.0006   0.5000 
   1  11.89403207  -8.88290691   0.4431  -0.2317  -0.0000   0.5000 
   1  13.60417028  -7.93136899   0.0094  -0.4998   0.0002   0.5000 
   1  14.39616038 -11.14463706  -0.1616   0.4731  -0.0002   0.5000 
   1  15.34307870  -9.79879262   0.0835  -0.4930  -0.0002   0.5000 
   1  16.29546399 -10.18880836  -0.4706   0.1689  -0.0000   0.5000 
   1  18.45946376  -7.97763365   0.4312  -0.2530  -0.0000   0.5000 
   1  19.51234087 -10.57289438  -0.2806  -0.4138   0.0001   0.5000 
   1  20.00392738 -10.85228635  -0.4929  -0.0835  -0.0001   0.5000 
   1  21.10204446 -10.28900159   0.0881   0.4922  -0.0001   0.5000 
   1  21.58929642  -7.63025379   0.0031   0.4998  -0.0003   0.5000 
   1  21.99057268  -7.42294403  -0.4725  -0.1624  -0.0002   0.5000 
   1  22.28401466  -7.66898849  -0.3392   0.3664   0.0000   0.5000 
   1  22.97110482  -9.85894896  -0.1277   0.4834   0.0001   0.5000 
   1  24.02831068  -9.59593232   0.4909  -0.0949  -0.0002   0.5000 
   1  24.67511180  -7.45956438   0.4958   0.0594   0.0002   0.5000 
   1  26.35263660  -7.45086271  -0.3666   0.3394   0.0002   0.5000 
   1  27.22750818 -10.58645786  -0.1125  -0.4872  -0.0000   0.5000 
   1  28.39050452  -9.76854983  -0.4708   0.1682  -0.0000   0.5000 
   1  29.39208050  -9.68357837  -0.0825  -0.4931  -0.0001   0.5000 
   1  30.06634536 -11.59308332  -0.4886   0.1051  -0.0016   0.5000 
   1  31.27247990  -8.73111430   0.4411   0.2355   0.0000   0.5000 
   1  31.84173142  -8.47703574  -0.2318  -0.4428  -0.0000   0.5000 
   1  32.58186041 -12.46307614   0.1159   0.4863  -0.0006   0.5000 
   1  33.47326451  -8.60742162  -0.4931  -0.0824  -0.0001   0.5000 
   1  34.11933204 -10.74446732   0.4837  -0.1264  -0.0000   0.5000 
   1  34.84653109  -7.60700014  -0.4250  -0.2632   0.0001   0.5000 
   1  35.48992094  -8.66650848  -0.2845  -0.4109  -0.0001   0.5000 
   1  35.99904977 -11.13975543  -0.1714  -0.4696  -0.0006   0.5000 
   1  37.62880139 -10.58592069   0.4934  -0.0808   0.0001   0.5000 
   1  39.24089610 -12.31851573   0.0804  -0.4925  -0.0011   0.5000 
   1  40.75493798  -9.49906189   0.4549   0.2075   0.0000   0.5000 
   1  41.67557080 -10.93219819  -0.4959   0.0633   0.0001   0.5000 
   1  43.69045254 -12.14205336  -0.4945  -0.0706  -0.0006   0.5000 
   1  44.63720937  -7.61138779  -0.4735  -0.1595  -0.0002   0.5000 
   1  45.54088532  -7.48522782   0.4519   0.2135   0.0001   0.5000 
   1  46.59271586 -12.39533789   0.4406   0.2361  -0.0013   0.5000 
   1  48.37550282 -11.11559666  -0.3483   0.3586   0.0008   0.5000 
   1  50.81308209 -11.99554785  -0.3693   0.3361  -0.0001   0.5000 
   1  50.97274600 -11.55096858  -0.2268   0.4453  -0.0003   0.5000 
   1  52.22219301  -9.81438046   0.4446   0.2287   0.0000   0.5000 
   1  53.56565684 -11.78946889  -0.4487  -0.2197  -0.0001   0.5000 
   1  54.12083414  -9.18125697  -0.2377  -0.4398  -0.0001   0.5000 
   1  55.30638882  -9.75944953   0.4353  -0.2461   0.0000   0.5000 
   1  57.28333360  -7.31938823  -0.3869   0.3163   0.0001   0.5000 
   1  59.85149556 -12.28254087  -0.4305  -0.2541   0.0002   0.5000 
   1  60.15399758 -11.47210208   0.4096   0.2865  -0.0013   0.5000 
   1  62.32672927  -8.14178508   0.4329   0.2500   0.0000   0.5000 
   1  64.04573773  -9.30606902  -0.4922  -0.0881  -0.0002   0.5000 
   1  64.89843526  -7.74776357   0.4420  -0.2333   0.0002   0.5000 
