   1  -1.50000000  -0.50000000   0.00000000  -9.74922843 
   1  -1.50000000   0.00000000   0.00000000  -7.28122967 
   1  -1.50000000   0.50000000   0.00000000  -9.74922408 

   1  -1.00000000  -0.50000000   0.00000000  -8.05467811 
   1  -1.00000000   0.00000000   0.00000000  -8.83334089 
   1  -1.00000000   0.50000000   0.00000000  -8.05469139 

   1  -0.50000000  -0.50000000   0.00000000 -10.77706283 
   1  -0.50000000   0.00000000   0.00000000 -11.78494549 
   1  -0.50000000   0.50000000   0.00000000 -10.77704652 


   2  -1.50000000  -0.50000000   0.00000000  -9.72158888 
   2  -1.50000000   0.00000000   0.00000000  -7.25791852 
   2  -1.50000000   0.50000000   0.00000000  -9.72159342 

   2  -1.00000000  -0.50000000   0.00000000  -8.02149577 
   2  -1.00000000   0.00000000   0.00000000  -8.79449219 
   2  -1.00000000   0.50000000   0.00000000  -8.02149403 

   2  -0.50000000  -0.50000000   0.00000000 -10.75466407 
   2  -0.50000000   0.00000000   0.00000000 -11.77243916 
   2  -0.50000000   0.50000000   0.00000000 -10.75466074 


   3  -1.50000000  -0.50000000   0.00000000  -5.55791205 
   3  -1.50000000   0.00000000   0.00000000  -4.82928296 
   3  -1.50000000   0.50000000   0.00000000  -5.55790825 

   3  -1.00000000  -0.50000000   0.00000000  -6.22813282 
   3  -1.00000000   0.00000000   0.00000000  -5.23536756 
   3  -1.00000000   0.50000000   0.00000000  -6.22813850 

   3  -0.50000000  -0.50000000   0.00000000  -6.05807483 
   3  -0.50000000   0.00000000   0.00000000  -6.70945605 
   3  -0.50000000   0.50000000   0.00000000  -6.05807131 


   4  -1.50000000  -0.50000000   0.00000000  -5.41735441 
   4  -1.50000000   0.00000000   0.00000000  -4.81383692 
   4  -1.50000000   0.50000000   0.00000000  -5.41733479 

   4  -1.00000000  -0.50000000   0.00000000  -6.13050177 
   4  -1.00000000   0.00000000   0.00000000  -5.05560363 
   4  -1.00000000   0.50000000   0.00000000  -6.13044769 

   4  -0.50000000  -0.50000000   0.00000000  -5.96773741 
   4  -0.50000000   0.00000000   0.00000000  -6.65540664 
   4  -0.50000000   0.50000000   0.00000000  -5.96773263 


   5  -1.50000000  -0.50000000   0.00000000  -1.85380767 
   5  -1.50000000   0.00000000   0.00000000  -3.58392939 
   5  -1.50000000   0.50000000   0.00000000  -1.85387966 

   5  -1.00000000  -0.50000000   0.00000000  -3.97527031 
   5  -1.00000000   0.00000000   0.00000000  -2.16383594 
   5  -1.00000000   0.50000000   0.00000000  -3.97528035 

   5  -0.50000000  -0.50000000   0.00000000  -0.59960491 
   5  -0.50000000   0.00000000   0.00000000   2.08161439 
   5  -0.50000000   0.50000000   0.00000000  -0.59973997 


   6  -1.50000000  -0.50000000   0.00000000  -1.41589038 
   6  -1.50000000   0.00000000   0.00000000  -3.41820218 
   6  -1.50000000   0.50000000   0.00000000  -1.41579154 

   6  -1.00000000  -0.50000000   0.00000000  -3.91804141 
   6  -1.00000000   0.00000000   0.00000000  -1.75268227 
   6  -1.00000000   0.50000000   0.00000000  -3.91806178 

   6  -0.50000000  -0.50000000   0.00000000   0.02893365 
   6  -0.50000000   0.00000000   0.00000000   3.38547491 
   6  -0.50000000   0.50000000   0.00000000   0.02980363 


   7  -1.50000000  -0.50000000   0.00000000   0.81604456 
   7  -1.50000000   0.00000000   0.00000000  -2.43528928 
   7  -1.50000000   0.50000000   0.00000000   0.81598949 

   7  -1.00000000  -0.50000000   0.00000000   3.10934567 
   7  -1.00000000   0.00000000   0.00000000  -1.15754194 
   7  -1.00000000   0.50000000   0.00000000   3.10925573 

   7  -0.50000000  -0.50000000   0.00000000   2.99555487 
   7  -0.50000000   0.00000000   0.00000000   3.91445544 
   7  -0.50000000   0.50000000   0.00000000   2.99773333 


   8  -1.50000000  -0.50000000   0.00000000   1.18506916 
   8  -1.50000000   0.00000000   0.00000000  -2.21647910 
   8  -1.50000000   0.50000000   0.00000000   1.18436729 

   8  -1.00000000  -0.50000000   0.00000000   3.27202757 
   8  -1.00000000   0.00000000   0.00000000  -1.12904070 
   8  -1.00000000   0.50000000   0.00000000   3.27196106 

   8  -0.50000000  -0.50000000   0.00000000   3.43256286 
   8  -0.50000000   0.00000000   0.00000000   4.21285871 
   8  -0.50000000   0.50000000   0.00000000   3.43255104 


